0	0	5	0	22	1	3	21	27	16	101	96	593	31	11	0	18	0	8	0	0	0	0	8	13	0	0	13	1	7	0	1	4	0	35	0	0	4	2	6	1	9	0	0	10	0	0	1	22	0	5	0	0	18	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	5	0	0	0	26	0	0	2	4	5	0	0	7	0	0	0	0	0	12	0	1	16	0	1
0	3	0	24	0	0	0	152	82	67	19	17	31	584	0	11	0	2	0	1	1	1	1	0	0	3	1	0	0	0	3	6	0	1	0	0	23	0	0	0	0	0	16	9	0	0	0	0	0	1	0	1	0	0	0	0	9	7	2	1	0	0	1	0	0	0	9	0	0	0	4	1	14	0	0	6	0	0	0	4	6	0	4	0	0	0	0	0	7	0	0	14	0
0	0	0	0	8	5	7	0	0	0	5	13	11	0	545	25	88	17	108	32	0	0	0	0	4	0	0	0	0	5	0	0	23	0	1	0	0	2	10	10	1	1	0	0	0	0	0	6	11	0	13	0	0	4	0	0	0	1	0	1	0	0	0	0	10	2	0	6	0	6	0	0	0	0	0	0	0	0	2	0	0	5	0	11	6	0	0	13	0	1	12	1	0
0	2	0	0	0	0	0	4	1	4	0	0	0	11	25	408	19	95	20	97	6	0	0	0	0	5	0	0	0	0	1	6	0	1	0	5	4	0	0	0	0	0	0	2	0	0	0	0	0	10	0	3	0	0	0	4	8	0	14	0	3	1	1	1	0	0	0	0	0	0	0	1	12	0	25	4	0	0	0	0	4	0	4	0	0	1	0	0	10	0	0	18	0
1	0	4	0	0	4	0	0	0	0	1	20	18	0	88	19	588	29	102	17	0	0	1	0	2	0	0	0	6	3	0	0	3	0	12	0	0	10	8	12	7	11	0	0	0	7	0	0	1	0	1	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	5	0	0	0	1	12	0	0	9	0	5	11	4	1	18	0	0	12	0	0
0	5	0	7	0	0	0	1	13	0	0	0	0	2	17	95	29	514	25	79	9	9	9	0	0	10	11	0	0	0	5	2	0	5	0	15	9	0	0	0	0	0	0	5	0	0	0	0	0	3	0	3	0	0	0	0	3	2	1	3	0	1	16	11	0	0	1	0	0	0	0	0	0	0	12	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
1	0	0	0	0	0	0	0	0	0	1	7	8	0	108	20	102	25	458	31	0	0	0	4	5	0	0	3	6	10	0	0	4	0	26	0	0	13	11	5	2	0	0	0	0	1	1	0	4	0	3	0	0	5	0	0	0	1	0	1	0	1	0	0	0	0	0	2	5	0	0	0	1	8	0	0	9	0	0	0	0	0	0	0	2	11	0	3	0	0	9	0	0
0	11	0	0	0	0	0	1	18	2	0	0	0	1	32	97	17	79	31	553	6	5	16	0	0	32	11	0	0	0	10	0	0	6	0	20	12	0	0	1	0	0	6	0	0	0	1	0	0	7	0	6	0	0	1	0	0	2	0	0	4	0	0	8	0	0	1	0	0	0	6	0	1	0	0	1	0	0	0	7	11	0	4	0	0	0	0	0	6	0	0	13	0
0	0	0	6	0	0	0	2	4	11	0	0	0	1	0	6	0	9	0	6	552	125	113	21	37	13	9	0	0	0	4	1	0	3	0	5	2	0	0	0	0	0	21	10	0	0	0	0	0	6	0	7	0	0	0	0	7	1	12	0	2	1	5	4	0	0	0	0	0	0	9	0	22	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	17	0	0	10	0
0	6	0	0	0	0	0	15	1	0	0	0	0	1	0	0	0	9	0	5	125	495	95	16	25	17	10	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	8	1	0	0	0	0	1	5	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	1	6	0	0	0	6	5	0	6	0	0	0	0	0	1	0	0	5	0
0	6	0	5	0	0	0	0	0	3	0	0	0	1	0	0	1	9	0	16	113	95	544	42	22	4	6	0	0	0	0	2	0	7	0	15	16	0	0	0	0	0	5	3	0	0	0	0	0	13	0	6	4	0	0	0	0	0	1	0	0	0	0	5	0	0	1	1	0	0	5	0	0	0	2	3	0	0	0	0	0	0	2	0	0	0	0	0	16	0	0	0	0
4	0	7	0	0	0	0	0	0	0	7	0	8	0	0	0	0	0	4	0	21	16	42	581	126	0	0	21	1	26	0	0	8	0	14	0	0	4	14	10	1	0	0	0	0	8	0	0	0	0	2	0	0	8	0	0	0	0	1	0	0	0	0	0	0	2	0	11	1	12	0	0	0	9	0	0	0	2	9	0	0	11	0	18	0	4	6	0	0	1	5	0	0
10	0	0	0	9	2	1	0	0	0	17	0	13	0	4	0	2	0	5	0	37	25	22	126	501	0	0	7	23	12	0	0	12	0	5	0	0	1	0	1	1	3	0	0	6	1	0	14	14	0	9	0	0	11	0	0	0	0	1	1	0	0	0	0	6	2	0	0	0	9	0	0	0	13	0	0	0	1	0	0	0	3	0	16	0	0	0	2	0	0	0	0	4
0	9	0	7	0	0	0	1	0	0	0	0	0	3	0	5	0	10	0	32	13	17	4	0	0	500	115	20	32	42	5	4	0	7	0	18	7	0	0	0	0	0	6	1	0	0	0	0	0	16	0	21	0	0	0	0	0	0	1	4	1	0	0	6	0	0	7	0	0	0	2	2	1	0	6	2	0	0	0	0	0	0	17	0	0	0	0	0	6	0	1	0	0
